"Benchmark Date",Tenor,"Publication Time",USD ICE LIBOR
"May 22, 2019","3 Month","11:55:05 AM",2.52475
"May 22, 2019","6 Month","11:55:05 AM",2.57063
"May 22, 2019","1 Year","11:55:05 AM",2.66563
"May 23, 2019","Overnight","11:55:04 AM",2.35625
"May 23, 2019","1 Week","11:55:04 AM",2.39625
"May 23, 2019","1 Month","11:55:04 AM",2.42975
"May 23, 2019","2 Month","11:55:04 AM",2.49600
"May 23, 2019","3 Month","11:55:04 AM",2.52063
"May 23, 2019","6 Month","11:55:04 AM",2.56013
"May 23, 2019","1 Year","11:55:04 AM",2.64475
"May 24, 2019","Overnight","11:55:05 AM",2.35650
"May 24, 2019","1 Week","11:55:05 AM",2.39650
"May 24, 2019","1 Month","11:55:05 AM",2.42813
"May 24, 2019","2 Month","11:55:05 AM",2.48663
"May 24, 2019","3 Month","11:55:05 AM",2.52488
"May 24, 2019","6 Month","11:55:05 AM",2.54863
"May 24, 2019","1 Year","11:55:05 AM",2.61900
"May 28, 2019","Overnight","11:55:05 AM",2.35388
"May 28, 2019","1 Week","11:55:05 AM",2.39088
"May 28, 2019","1 Month","11:55:05 AM",2.42938
"May 28, 2019","2 Month","11:55:05 AM",2.48263
"May 28, 2019","3 Month","11:55:05 AM",2.52375
"May 28, 2019","6 Month","11:55:05 AM",2.54125
"May 28, 2019","1 Year","11:55:05 AM",2.59988
"May 29, 2019","Overnight","11:55:05 AM",2.35600
"May 29, 2019","1 Week","11:55:05 AM",2.38738
"May 29, 2019","1 Month","11:55:05 AM",2.43850
"May 29, 2019","2 Month","11:55:05 AM",2.48113
"May 29, 2019","3 Month","11:55:05 AM",2.52175
"May 29, 2019","6 Month","11:55:05 AM",2.52438
"May 29, 2019","1 Year","11:55:05 AM",2.57075
"May 30, 2019","Overnight","11:55:05 AM",2.35775
"May 30, 2019","1 Week","11:55:05 AM",2.39800
"May 30, 2019","1 Month","11:55:05 AM",2.44000
"May 30, 2019","2 Month","11:55:05 AM",2.48013
"May 30, 2019","3 Month","11:55:05 AM",2.52025
"May 30, 2019","6 Month","11:55:05 AM",2.54375
"May 30, 2019","1 Year","11:55:05 AM",2.57813
"May 31, 2019","Overnight","11:55:05 AM",2.35450
"May 31, 2019","1 Week","11:55:05 AM",2.38925
"May 31, 2019","1 Month","11:55:05 AM",2.43050
"May 31, 2019","2 Month","11:55:05 AM",2.47400
"May 31, 2019","3 Month","11:55:05 AM",2.50250
"May 31, 2019","6 Month","11:55:05 AM",2.51663
"May 31, 2019","1 Year","11:55:05 AM",2.51025

